DATA_ID,DATASET,ANNOTATOR_ID,STUDY_PART,ORDER,LABEL_ID,ORIGINAL_LABEL,ORIGINAL_CONFIDENCE,EVIDENCE,QUESTION_DO_YOU_THINK_OTHER_PEOPLE_MIGHT_CHOOSE_A_DIFFERENT_ANSWER_THAN_YOU_DID,QUESTION_WHY_DO_YOU_THINK_OTHER_PEOPLE_MIGHT_CHOOSE_A_DIFFERENT_ANSWER,QUESTION_PLEASE_ELABORATE_ON_YOUR_ANSWER_TO_THE_PREVIOUS_QUESTION_EXPLAINING_WHY_YOU_THINK_OTHER_PEOPLE_MIGHT_CHOOSE_A_DIFFERENT_ANSWER,QUESTION_IF_THERE_WERE_OTHER_PEOPLE_WHO_CHOSE_A_DIFFERENT_ANSWER_THAN_YOU_DID_DO_YOU_THINK_A_GROUP_DISCUSSION_WOULD_HELP_TO_RESOLVE_THE_CASE,DELIBERATION_ID
19298,deliberation-relation-person-place,4587,breadth,24,4953,relation_not_expressed,0.5,"[{""comment"": ""He has been detained but I am not sure that he is living there."", ""start"": 220, ""end"": 297, ""quote"": ""Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,1742,breadth,28,6656,relation_not_expressed,1,"[{""comment"": ""Although they're meeting in Yangon, that does not mean that Aung San Suu Kyi lives there."", ""start"": 169, ""end"": 297, ""quote"": ""There had been speculation Gambari would return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,8395,breadth,17,4952,relation_expressed,1,"[{""comment"": ""shows holding an office"", ""start"": 274, ""end"": 280, ""quote"": ""leader""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,328,depth,3,7042,relation_expressed,1,"[{""comment"": """", ""start"": 241, ""end"": 297, ""quote"": ""meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,474
19298,deliberation-relation-person-place,145,depth,3,7039,relation_not_expressed,0,"[{""comment"": ""States he was detained there, doesn't specify that he lived there."", ""start"": 251, ""end"": 259, ""quote"": ""detained""}]",I expect only about half of the people to agree with me.,"[""Someone with more experience or expertise may see or understand something about the text that I don't.""]", other people may know more about the region and it's leaders than me,"Yes, a group discussion would help to resolve the case.",469
19298,deliberation-relation-person-place,8286,breadth,26,4951,relation_not_expressed,1,"[{""comment"": ""It is unclear if Aung San Suu Kyi lives in Yangon or they're just going to meet there."", ""start"": 210, ""end"": 245, ""quote"": ""return to Yangon on Tuesday to meet""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,3278,breadth,5,5198,relation_expressed,1,"[{""comment"": """", ""start"": 220, ""end"": 297, ""quote"": ""Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,293
19298,deliberation-relation-person-place,4154,depth,3,7112,relation_expressed,1,"[{""comment"": """", ""start"": 210, ""end"": 297, ""quote"": ""return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,470
19298,deliberation-relation-person-place,4043,breadth,5,5005,relation_expressed,1,"[{""comment"": ""this tells you that Aung lives in Yangon, by someone having to come back and visit the city, to visit with Aung."", ""start"": 204, ""end"": 297, ""quote"": ""would return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}, {""comment"": ""being detained would be forcibly having to live somewhere."", ""start"": 251, ""end"": 297, ""quote"": ""detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,287
19298,deliberation-relation-person-place,8486,depth,3,7121,relation_not_expressed,0.5,"[{""comment"": ""Implies there will be a meeting in Yangon."", ""start"": 241, ""end"": 297, ""quote"": ""meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,465
19298,deliberation-relation-person-place,299,depth,3,7002,relation_expressed,1,"[{""comment"": ""leader of Yangon is Aung San Suu Kyi"", ""start"": 251, ""end"": 297, ""quote"": ""detained pro-democracy leader Aung San Suu Kyi""}, {""comment"": ""Clearly states tells me that they will return to their homeland"", ""start"": 196, ""end"": 226, ""quote"": ""Gambari would return to Yangon""}]",I expect most people to agree with me.,,,,476
19298,deliberation-relation-person-place,251,breadth,5,5032,relation_not_expressed,0.5,"[{""comment"": """", ""start"": 251, ""end"": 297, ""quote"": ""detained pro-democracy leader Aung San Suu Kyi""}, {""comment"": """", ""start"": 251, ""end"": 297, ""quote"": ""detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,287
19298,deliberation-relation-person-place,3029,depth,3,6975,relation_expressed,0.5,"[{""comment"": ""If Gambari is going for the meeting, Aung San Suu Kyi probably lives there"", ""start"": 169, ""end"": 297, ""quote"": ""There had been speculation Gambari would return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,475
19298,deliberation-relation-person-place,1424,depth,3,6972,relation_expressed,1,"[{""comment"": ""Since he is detained he is currently living in Yangon."", ""start"": 251, ""end"": 297, ""quote"": ""detained pro-democracy leader Aung San Suu Kyi""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind.""]", People might not think that detained is living in,"Yes, a group discussion would help to resolve the case.",478
19298,deliberation-relation-person-place,1691,depth,3,6968,relation_expressed,0,"[{""comment"": """", ""start"": 169, ""end"": 297, ""quote"": ""There had been speculation Gambari would return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind."", ""The text contains some features that indicate target category A and some features that indicate target category B.""]", The text isn't totally clear on whether or not they live there,"Yes, a group discussion would help to resolve the case.",467
19298,deliberation-relation-person-place,5553,depth,3,6966,relation_expressed,1,"[{""comment"": ""it implies that Aung San Suu Kyi will be in Yangon"", ""start"": 204, ""end"": 226, ""quote"": ""would return to Yangon""}]",I expect most people to agree with me.,,,,474
19298,deliberation-relation-person-place,6565,depth,3,6958,relation_expressed,1,"[{""comment"": ""This means that he is currently being held there without being able to leave and is technically \""living there\"""", ""start"": 251, ""end"": 297, ""quote"": ""detained pro-democracy leader Aung San Suu Kyi""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context."", ""Someone with more experience or expertise may see or understand something about the text that I don't.""]"," It is partly a matter of opinion of the term ""living in""","Yes, a group discussion would help to resolve the case.",472
19298,deliberation-relation-person-place,304,breadth,5,5118,relation_not_expressed,0,"[{""comment"": ""detained means held against will, so likely not her home but someone where is being kept"", ""start"": 251, ""end"": 297, ""quote"": ""detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,293
19298,deliberation-relation-person-place,4299,depth,3,6936,relation_not_expressed,1,"[{""comment"": """", ""start"": 204, ""end"": 226, ""quote"": ""would return to Yangon""}]",I expect most people to agree with me.,,,,476
19298,deliberation-relation-person-place,8419,breadth,5,5006,relation_expressed,0.5,"[{""comment"": ""It is saying that Gambri would meet with this person in yangon. It can be inferred that he lives there and that is why he is going to yangon to meet them"", ""start"": 220, ""end"": 297, ""quote"": ""Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,287
19298,deliberation-relation-person-place,420,breadth,11,4841,relation_not_expressed,0.5,"[{""comment"": ""It only states they are detained and not that they live there"", ""start"": 220, ""end"": 297, ""quote"": ""Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,7424,depth,3,6901,relation_not_expressed,1,"[{""comment"": ""not expressed "", ""start"": 196, ""end"": 215, ""quote"": ""Gambari would retur""}]",I expect only about half of the people to agree with me.,"[""This is a case where a person's answer would depend heavily on their personal preferences and taste.""]", same as before ,"No, a group discussion would not help to resolve the case.",468
19298,deliberation-relation-person-place,2893,breadth,17,5511,relation_not_expressed,0.5,"[{""comment"": ""not expressed"", ""start"": 204, ""end"": 226, ""quote"": ""would return to Yangon""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,691,breadth,21,5811,relation_not_expressed,1,"[{""comment"": ""NOT - cannot tell where he lives?"", ""start"": 220, ""end"": 297, ""quote"": ""Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,133,depth,3,7232,relation_not_expressed,0.5,"[{""comment"": ""Yangon may just be the place that Aung San Suu Kyi is being held captive and not his home."", ""start"": 238, ""end"": 297, ""quote"": ""to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,469
19298,deliberation-relation-person-place,654,depth,3,6173,relation_not_expressed,0,"[{""comment"": """", ""start"": 196, ""end"": 226, ""quote"": ""Gambari would return to Yangon""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context."", ""The text contains some features that indicate target category A and some features that indicate target category B.""]", Some people could assume he did live there,"No, a group discussion would not help to resolve the case.",394
19298,deliberation-relation-person-place,8445,depth,3,6174,relation_expressed,1,"[{""comment"": ""Return infers he was once there."", ""start"": 204, ""end"": 226, ""quote"": ""would return to Yangon""}]",I expect most people to agree with me.,,,,393
19298,deliberation-relation-person-place,8452,depth,3,6344,relation_not_expressed,0.5,"[{""comment"": ""The person was detained in the country but that doesn't always mean that he is from the country."", ""start"": 251, ""end"": 297, ""quote"": ""detained pro-democracy leader Aung San Suu Kyi""}, {""comment"": ""May be fighting for human rights and was detained but not from there"", ""start"": 221, ""end"": 297, ""quote"": ""angon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}, {""comment"": ""detained doesn't mean he lives there necessarily"", ""start"": 251, ""end"": 297, ""quote"": ""detained pro-democracy leader Aung San Suu Kyi""}, {""comment"": ""doesn't live there necessarily"", ""start"": 211, ""end"": 297, ""quote"": ""eturn to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind."", ""This is a case where a person's answer would depend heavily on their personal preferences and taste.""]", They may think he was fighting for his own country and got detained.,"No, a group discussion would not help to resolve the case.",397
19298,deliberation-relation-person-place,8446,depth,3,6203,relation_expressed,1,"[{""comment"": ""It shows he used to hold a seat in Yangon"", ""start"": 210, ""end"": 297, ""quote"": ""return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,8444,depth,3,6216,relation_expressed,0.5,"[{""comment"": """", ""start"": 251, ""end"": 297, ""quote"": ""detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,8430,breadth,20,5768,relation_not_expressed,1,"[{""comment"": ""He is a pro-democracy leader and he is detained but it is not expressed if he lives in Yangon. He could just be held here."", ""start"": 260, ""end"": 297, ""quote"": ""pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,6645,depth,3,6239,relation_expressed,0.5,"[{""comment"": ""It suggests that the person \""lived in\"" the place as this is leader role."", ""start"": 274, ""end"": 280, ""quote"": ""leader""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,8454,depth,3,6442,relation_not_expressed,0.5,"[{""comment"": ""May not have lived in."", ""start"": 196, ""end"": 297, ""quote"": ""Gambari would return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context.""]", The pro-democracy leader may have been arrested elsewhere and sent there.,"Yes, a group discussion would help to resolve the case.",
19298,deliberation-relation-person-place,999,breadth,26,4852,relation_expressed,1,"[{""comment"": ""she was detained in Yangon, thus lived there."", ""start"": 220, ""end"": 297, ""quote"": ""Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,8443,depth,3,6251,relation_not_expressed,0.5,"[{""comment"": ""Return to does not mean he lived at Yangon, could be a visit."", ""start"": 169, ""end"": 226, ""quote"": ""There had been speculation Gambari would return to Yangon""}]",I expect most people to agree with me.,,,,395
19298,deliberation-relation-person-place,8442,depth,3,6170,relation_expressed,0.5,"[{""comment"": ""If someone is returning to this place to speak with the subject, it can be inferred he lives here."", ""start"": 210, ""end"": 297, ""quote"": ""return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,393
19298,deliberation-relation-person-place,1538,breadth,25,5552,relation_expressed,1,"[{""comment"": """", ""start"": 220, ""end"": 297, ""quote"": ""Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,5620,depth,3,7269,relation_expressed,1,[],I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,3689,depth,3,7276,relation_expressed,0.5,"[{""comment"": ""This states that Aung San Suu Kyi is the leader of Yangon, therefore he lives there."", ""start"": 210, ""end"": 297, ""quote"": ""return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,470
19298,deliberation-relation-person-place,1011,depth,3,6261,relation_expressed,0.5,"[{""comment"": ""To be detained means that one is held for a period of time. It mean they are currently living there."", ""start"": 251, ""end"": 297, ""quote"": ""detained pro-democracy leader Aung San Suu Kyi""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind.""]"," An individual might think to live there means one must be there for 2 months, 6, months or a full year. Everyone has their own definition on what makes it official.","Yes, a group discussion would help to resolve the case.",394
19298,deliberation-relation-person-place,8438,depth,3,6271,relation_expressed,0.5,"[{""comment"": ""It shows she's detained there which means that she's there for more than just a visit. "", ""start"": 238, ""end"": 297, ""quote"": ""to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,398
19298,deliberation-relation-person-place,2821,breadth,12,5719,relation_not_expressed,1,"[{""comment"": ""This only tells me he was there before, not that he lived there."", ""start"": 210, ""end"": 237, ""quote"": ""return to Yangon on Tuesday""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,190,depth,3,7173,relation_not_expressed,0.5,"[{""comment"": ""This doesnt specify is Aung San Suu Kyi lives or lived in Yangon, its not clear. "", ""start"": 251, ""end"": 297, ""quote"": ""detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,475
19298,deliberation-relation-person-place,6104,depth,3,6276,relation_expressed,0.5,"[{""comment"": ""he's detained so he stayed there for awhile"", ""start"": 251, ""end"": 297, ""quote"": ""detained pro-democracy leader Aung San Suu Kyi""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind.""]", some people might not think detained qualifies for living there,"Yes, a group discussion would help to resolve the case.",
19298,deliberation-relation-person-place,8393,breadth,12,4811,relation_expressed,0.5,"[{""comment"": ""Doesn't specify that he lived there, only that he was at one point there."", ""start"": 169, ""end"": 226, ""quote"": ""There had been speculation Gambari would return to Yangon""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,8299,depth,3,6399,relation_expressed,1,"[{""comment"": ""It states that this person is living there"", ""start"": 251, ""end"": 297, ""quote"": ""detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,150,depth,3,6295,relation_expressed,0.5,"[{""comment"": """", ""start"": 251, ""end"": 280, ""quote"": ""detained pro-democracy leader""}, {""comment"": """", ""start"": 210, ""end"": 226, ""quote"": ""return to Yangon""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context.""]", It might be he is from another country.,"Yes, a group discussion would help to resolve the case.",395
19298,deliberation-relation-person-place,8453,depth,3,6391,relation_not_expressed,0.5,"[{""comment"": """", ""start"": 210, ""end"": 226, ""quote"": ""return to Yangon""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context.""]"," He's returning, but it may be for a visit.","No, a group discussion would not help to resolve the case.",396
19298,deliberation-relation-person-place,893,depth,3,6331,relation_expressed,1,"[{""comment"": ""Returning to Yangon to meet them, even if they are detained, would indicate that person is currently living there."", ""start"": 210, ""end"": 297, ""quote"": ""return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind."", ""The text contains some features that indicate target category A and some features that indicate target category B."", ""Someone with more experience or expertise may see or understand something about the text that I don't."", ""This is a case where a person's answer would depend heavily on their personal preferences and taste.""]"," Detainment would lead to living in an area in my opinion, even if it isn't of your choice. Others may have a different opinion.","No, a group discussion would not help to resolve the case.",396
19298,deliberation-relation-person-place,713,breadth,12,4783,relation_expressed,0.5,"[{""comment"": ""Does this include being detained? I'm leaning towards yes."", ""start"": 349, ""end"": 392, ""quote"": ""spent time in a place for more than a visit""}, {""comment"": """", ""start"": 251, ""end"": 259, ""quote"": ""detained""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,1876,breadth,4,4747,relation_not_expressed,0.5,"[{""comment"": ""he is detained in Yangon but we cant know he lived there"", ""start"": 251, ""end"": 297, ""quote"": ""detained pro-democracy leader Aung San Suu Kyi""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context.""]", the text doesnt mention if the guy is from yangon,"No, a group discussion would not help to resolve the case.",
19298,deliberation-relation-person-place,1060,depth,3,6169,relation_expressed,1,"[{""comment"": """", ""start"": 260, ""end"": 280, ""quote"": ""pro-democracy leader""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,8441,depth,3,6199,relation_expressed,0.5,"[{""comment"": """", ""start"": 220, ""end"": 297, ""quote"": ""Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,397
19298,deliberation-relation-person-place,8440,depth,3,6125,relation_expressed,1,"[{""comment"": ""Public official."", ""start"": 260, ""end"": 297, ""quote"": ""pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,398
19298,deliberation-relation-person-place,8431,breadth,28,5837,relation_not_expressed,0.5,"[{""comment"": ""he might be detained in Yangon but he might not live there"", ""start"": 251, ""end"": 259, ""quote"": ""detained""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind.""]", Whether being detained in a place means you live there,"Yes, a group discussion would help to resolve the case.",
19298,deliberation-relation-person-place,6950,depth,3,7204,relation_not_expressed,0.5,"[{""comment"": """", ""start"": 169, ""end"": 297, ""quote"": ""There had been speculation Gambari would return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context.""]", I cannot assume that they lived there. ,"Yes, a group discussion would help to resolve the case.",470
19298,deliberation-relation-person-place,2622,breadth,9,4656,relation_not_expressed,0.5,"[{""comment"": """", ""start"": 210, ""end"": 226, ""quote"": ""return to Yangon""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,539,depth,3,6123,relation_expressed,0.5,"[{""comment"": ""Kyi is in Yangon and it doesn't give any reason for it to be temporary."", ""start"": 210, ""end"": 297, ""quote"": ""return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context.""]"," It doesn't say specifically that she lives there, just that she is located there.","No, a group discussion would not help to resolve the case.",397
19298,deliberation-relation-person-place,8490,depth,3,7222,relation_expressed,1,"[{""comment"": """", ""start"": 238, ""end"": 297, ""quote"": ""to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,465
19298,deliberation-relation-person-place,8439,depth,3,6126,relation_expressed,1,"[{""comment"": """", ""start"": 204, ""end"": 297, ""quote"": ""would return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,395
19298,deliberation-relation-person-place,2787,depth,3,7207,relation_expressed,1,[],I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,223,depth,3,6142,relation_not_expressed,1,"[{""comment"": ""While it says they will return, it never says they take up residence there."", ""start"": 169, ""end"": 237, ""quote"": ""There had been speculation Gambari would return to Yangon on Tuesday""}, {""comment"": ""Residence can not be determined from this statement alone."", ""start"": 210, ""end"": 297, ""quote"": ""return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,396
19298,deliberation-relation-person-place,8433,breadth,18,6023,relation_expressed,1,"[{""comment"": ""Gambari is going to see Suu Kyi in Yangon. It is her implied home."", ""start"": 210, ""end"": 297, ""quote"": ""return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,1059,breadth,11,6510,relation_expressed,0.5,"[{""comment"": """", ""start"": 210, ""end"": 297, ""quote"": ""return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,1439,breadth,3,4699,relation_not_expressed,1,"[{""comment"": ""only a destination with no context outside a meeting"", ""start"": 228, ""end"": 1071, ""quote"": ""n Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi.Definition of \""lived in\"":\""Lived in\"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a \""lived in\"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select \""Expressed\"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say \""Expressed\"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,8435,breadth,27,6091,relation_not_expressed,1,"[{""comment"": ""Does not mean he lived there"", ""start"": 210, ""end"": 226, ""quote"": ""return to Yangon""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,2775,depth,3,7214,relation_expressed,1,"[{""comment"": """", ""start"": 126, ""end"": 160, ""quote"": ""Aung San Suu Kyi \""lived in\"" Yangon""}]",I expect most people to agree with me.,,,,477
19298,deliberation-relation-person-place,8492,depth,3,7221,relation_not_expressed,1,"[{""comment"": """", ""start"": 210, ""end"": 226, ""quote"": ""return to Yangon""}]",I expect most people to agree with me.,,,,465
19298,deliberation-relation-person-place,3386,depth,3,6168,relation_not_expressed,1,"[{""comment"": ""this doesn't imply that they lived there."", ""start"": 210, ""end"": 226, ""quote"": ""return to Yangon""}]",I expect most people to agree with me.,,,,393
19298,deliberation-relation-person-place,6058,depth,3,6167,relation_not_expressed,1,"[{""comment"": """", ""start"": 169, ""end"": 226, ""quote"": ""There had been speculation Gambari would return to Yangon""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context.""]", Not enough info,"Yes, a group discussion would help to resolve the case.",394
19298,deliberation-relation-person-place,3198,depth,3,6152,relation_not_expressed,1,"[{""comment"": """", ""start"": 184, ""end"": 237, ""quote"": ""speculation Gambari would return to Yangon on Tuesday""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind."", ""The text is ambiguous because of missing context."", ""The text contains relevant details other people could easily miss.""]"," I don't know, maybe people will misunderstand it?","No, a group discussion would not help to resolve the case.",398
19298,deliberation-relation-person-place,327,depth,3,7211,relation_expressed,1,"[{""comment"": ""It implies he lived there."", ""start"": 204, ""end"": 226, ""quote"": ""would return to Yangon""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,484,depth,3,7212,relation_not_expressed,0,"[{""comment"": ""not sure if detained would qualify as lived in it would probably depend on length of detention"", ""start"": 241, ""end"": 297, ""quote"": ""meet with detained pro-democracy leader Aung San Suu Kyi""}]",I expect only about half of the people to agree with me.,"[""This is a case where a person's answer would depend heavily on their personal preferences and taste.""]", might be disagreement about wether detention implies living some place.,"Yes, a group discussion would help to resolve the case.",473
19298,deliberation-relation-person-place,5992,depth,3,6147,relation_expressed,1,"[{""comment"": """", ""start"": 204, ""end"": 226, ""quote"": ""would return to Yangon""}]",I expect most people to agree with me.,,,,
19298,deliberation-relation-person-place,8491,depth,3,7215,relation_not_expressed,0,"[{""comment"": ""Returning just means that they have been there before, though whether or not they live/lived there is unclear."", ""start"": 169, ""end"": 226, ""quote"": ""There had been speculation Gambari would return to Yangon""}]",I expect most people to agree with me.,,,,478
19299,deliberation-relation-person-place,5620,depth,11,7631,relation_not_expressed,0.5,"[{""comment"": ""Vladimir is Russian."", ""start"": 197, ""end"": 240, ""quote"": ""and his Russian counterpart, Vladimir Putin""}, {""comment"": ""They were in Russia."", ""start"": 277, ""end"": 331, ""quote"": ""at the Group of Eight summit in St. Petersburg, Russia""}]",I expect most people to agree with me.,,,,
19299,deliberation-relation-person-place,8433,breadth,19,6026,relation_expressed,1,"[{""comment"": ""Implies that Putin is the Russian version of Bush's role. Bush needs to live in the US, ergo Putin needs to live in Russia."", ""start"": 167, ""end"": 240, ""quote"": ""U.S. President George W. Bush and his Russian counterpart, Vladimir Putin""}]",I expect most people to agree with me.,,,,
19299,deliberation-relation-person-place,2068,depth,18,7936,relation_expressed,1,"[{""comment"": """", ""start"": 201, ""end"": 240, ""quote"": ""his Russian counterpart, Vladimir Putin""}]",I expect most people to agree with me.,,,,
19299,deliberation-relation-person-place,8424,breadth,1,5237,relation_not_expressed,1,"[{""comment"": ""Putin is a national official. Missed this line; it is explicitly expressed."", ""start"": 626, ""end"": 670, ""quote"": ""except for the country of national officials""}, {""comment"": ""Redacting last statement - Putin is the Russian President, i.e. an official."", ""start"": 167, ""end"": 240, ""quote"": ""U.S. President George W. Bush and his Russian counterpart, Vladimir Putin""}, {""comment"": ""While implied, there's no reason to assume Russian President Vladimir Putin doesn't live in a place other than Russia."", ""start"": 167, ""end"": 240, ""quote"": ""U.S. President George W. Bush and his Russian counterpart, Vladimir Putin""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context."", ""MISTAKE""]", Because it's implied but not explicit.,"No, a group discussion would not help to resolve the case.",294
19299,deliberation-relation-person-place,8431,breadth,29,5840,relation_expressed,1,"[{""comment"": ""Putin is a national representative of Russia"", ""start"": 205, ""end"": 224, ""quote"": ""Russian counterpart""}]",I expect most people to agree with me.,,,,
19299,deliberation-relation-person-place,8452,depth,17,6667,relation_expressed,1,"[{""comment"": ""Says Russian counterpart so lived in Russia"", ""start"": 205, ""end"": 240, ""quote"": ""Russian counterpart, Vladimir Putin""}]",I expect most people to agree with me.,,,,
19299,deliberation-relation-person-place,378,breadth,15,5717,relation_expressed,1,"[{""comment"": ""it implies he is Russian"", ""start"": 205, ""end"": 240, ""quote"": ""Russian counterpart, Vladimir Putin""}]",I expect most people to agree with me.,,,,
19299,deliberation-relation-person-place,1427,depth,11,7581,relation_expressed,0.5,"[{""comment"": ""Counter part, inferring he's the president of russia"", ""start"": 167, ""end"": 240, ""quote"": ""U.S. President George W. Bush and his Russian counterpart, Vladimir Putin""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind.""]", Other people might understand it differently.,"Yes, a group discussion would help to resolve the case.",
19299,deliberation-relation-person-place,1742,breadth,29,6657,relation_expressed,1,"[{""comment"": ""This means he lived in Russia."", ""start"": 201, ""end"": 240, ""quote"": ""his Russian counterpart, Vladimir Putin""}]",I expect most people to agree with me.,,,,
19299,deliberation-relation-person-place,8419,breadth,1,4998,relation_not_expressed,1,"[{""comment"": ""It is saying that putin had a meeting to annouce something in russia. It does not directly insinuate that putin lives there"", ""start"": 226, ""end"": 331, ""quote"": ""Vladimir Putin, announced the initiative last July at the Group of Eight summit in St. Petersburg, Russia""}]",I expect most people to agree with me.,,,,288
